n_cut,k_cut,sigma,energy,madelung,time,memory
0,0,5e-11,-1.4726252643650906e-17,-4.500068973943211,0.045946598052978516,0.00390625
0,1,5e-11,-7.749902193039394e-18,-2.3682260011359455,0.033173322677612305,0.24609375
0,2,5e-11,-7.74990219303939e-18,-2.3682260011359437,0.09598231315612793,0.0078125
0,3,5e-11,-5.805049730420913e-18,-1.7739152529973274,0.24771428108215332,0.02734375
0,4,5e-11,-5.805049730420925e-18,-1.7739152529973308,0.4575221538543701,0.0390625
0,5,5e-11,-5.7199766775431095e-18,-1.7479185099671788,0.82796311378479,0.0625
0,6,5e-11,-5.719976677543119e-18,-1.7479185099671817,1.328305721282959,0.1015625
