n_cut,k_cut,sigma,energy,madelung,time,memory
8,20,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,82.19767093658447,4.09375
8,21,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,99.11969637870789,6.14453125
8,22,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,66.24010515213013,7.29296875
8,23,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,52.340633153915405,7.83984375
8,24,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,57.44833517074585,8.9140625
9,5,5.0408163265306126e-11,-5.719825898876942e-18,-1.7478724348105201,3.3430469036102295,0.0
9,6,5.0408163265306126e-11,-5.7198258988769704e-18,-1.7478724348105286,3.6169278621673584,0.0
9,7,5.0408163265306126e-11,-5.718822579084565e-18,-1.7475658389386528,4.228691577911377,0.0
9,8,5.0408163265306126e-11,-5.718822579084484e-18,-1.747565838938628,4.838065147399902,0.0
9,9,5.0408163265306126e-11,-5.71881851223172e-18,-1.7475645961840462,5.71251106262207,0.0
9,10,5.0408163265306126e-11,-5.718818512231638e-18,-1.7475645961840214,6.899008274078369,0.0
9,11,5.0408163265306126e-11,-5.718818507158183e-18,-1.7475645946336678,8.152422428131104,0.2578125
9,12,5.0408163265306126e-11,-5.718818507158216e-18,-1.7475645946336777,9.774322032928467,0.25390625
9,13,5.0408163265306126e-11,-5.718818507156366e-18,-1.7475645946331124,11.742733716964722,0.3203125
9,14,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,13.94684386253357,0.3984375
9,15,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,16.30866551399231,0.2578125
9,16,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,19.29008960723877,0.5625
9,17,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,23.486626863479614,0.83984375
9,18,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,26.90494441986084,2.03515625
9,19,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,29.755517721176147,2.74609375
9,20,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,33.82368278503418,3.67578125
9,21,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,38.50944924354553,5.42578125
9,22,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,43.91584491729736,6.16015625
9,23,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,49.46968960762024,7.8046875
9,24,5.0408163265306126e-11,-5.71881850715637e-18,-1.7475645946331138,55.9775915145874,9.08203125
5,5,7.061224489795919e-11,-5.718818823896253e-18,-1.7475646914229321,1.1301703453063965,0.0
5,6,7.061224489795919e-11,-5.7188188238962846e-18,-1.7475646914229417,1.5108160972595215,0.0
5,7,7.061224489795919e-11,-5.718818507166471e-18,-1.7475645946362004,2.064866781234741,0.0
5,8,7.061224489795919e-11,-5.718818507166508e-18,-1.7475645946362117,2.7553253173828125,0.0
5,9,7.061224489795919e-11,-5.718818507156689e-18,-1.747564594633211,4.01000189781189,0.0
5,10,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,4.804141521453857,0.0
5,11,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,6.093916177749634,0.0
5,12,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,7.630542755126953,0.02734375
5,13,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,9.494939088821411,0.40625
5,14,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,11.598857402801514,0.3984375
5,15,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,14.049068450927734,0.265625
5,16,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,16.816632509231567,0.56640625
5,17,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,19.95414447784424,0.515625
5,18,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,23.398760080337524,1.53125
5,19,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,27.305376052856445,2.0703125
5,20,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,31.898097276687622,3.11328125
5,21,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,36.73819446563721,4.8046875
5,22,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,41.79523038864136,5.796875
5,23,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,47.710681676864624,7.11328125
5,24,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,53.36053419113159,8.73828125
6,5,7.061224489795919e-11,-5.718818823896253e-18,-1.7475646914229321,1.4438371658325195,0.0
6,6,7.061224489795919e-11,-5.7188188238962846e-18,-1.7475646914229417,1.8609325885772705,0.0
6,7,7.061224489795919e-11,-5.718818507166471e-18,-1.7475645946362004,2.378284454345703,0.0
6,8,7.061224489795919e-11,-5.718818507166508e-18,-1.7475645946362117,3.1829018592834473,0.0
6,9,7.061224489795919e-11,-5.718818507156689e-18,-1.747564594633211,3.961766242980957,0.0
6,10,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,5.06085729598999,0.0
6,11,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,6.317224025726318,0.0
6,12,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,7.8959832191467285,0.17578125
6,13,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,9.74808406829834,0.3203125
6,14,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,11.865451097488403,0.40234375
6,15,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,14.332646608352661,0.265625
6,16,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,17.119468927383423,0.56640625
6,17,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,20.08916974067688,0.609375
6,18,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,23.59185004234314,1.765625
6,19,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,27.482479095458984,2.32421875
6,20,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,31.877851247787476,3.33984375
6,21,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,36.940263748168945,5.0703125
6,22,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,42.16756844520569,5.79296875
6,23,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,47.68584728240967,7.1875
6,24,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,54.16085457801819,8.703125
7,5,7.061224489795919e-11,-5.718818823896253e-18,-1.7475646914229321,1.8825361728668213,0.0
7,6,7.061224489795919e-11,-5.7188188238962846e-18,-1.7475646914229417,2.266911506652832,0.0
7,7,7.061224489795919e-11,-5.718818507166471e-18,-1.7475645946362004,2.807762384414673,0.0
7,8,7.061224489795919e-11,-5.718818507166508e-18,-1.7475645946362117,3.519084930419922,0.0
7,9,7.061224489795919e-11,-5.718818507156689e-18,-1.747564594633211,4.394588947296143,0.0
7,10,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,5.499263048171997,0.0
7,11,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,6.836676359176636,0.0
7,12,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,8.341357469558716,0.265625
7,13,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,10.414127111434937,0.31640625
7,14,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,12.361730575561523,0.3984375
7,15,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,14.81575870513916,0.26953125
7,16,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,17.62717318534851,0.5625
7,17,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,20.73029589653015,0.65234375
7,18,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,24.523854970932007,1.71484375
7,19,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,28.70761275291443,2.32421875
7,20,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,32.74819231033325,3.31640625
7,21,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,37.16662907600403,5.29296875
7,22,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,42.71799063682556,6.00390625
7,23,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,48.375608921051025,7.421875
7,24,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,55.28571009635925,8.984375
8,5,7.061224489795919e-11,-5.718818823896253e-18,-1.7475646914229321,2.519529342651367,0.0
8,6,7.061224489795919e-11,-5.7188188238962846e-18,-1.7475646914229417,2.87528657913208,0.0
8,7,7.061224489795919e-11,-5.718818507166471e-18,-1.7475645946362004,3.3503146171569824,0.0
8,8,7.061224489795919e-11,-5.718818507166508e-18,-1.7475645946362117,4.103801727294922,0.0
8,9,7.061224489795919e-11,-5.718818507156689e-18,-1.747564594633211,4.954529047012329,0.0
8,10,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,6.097784996032715,0.0
8,11,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,7.382627725601196,0.11328125
8,12,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,9.00475001335144,0.25390625
8,13,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,10.75421690940857,0.32421875
8,14,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,12.960079908370972,0.39453125
8,15,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,15.358629703521729,0.26953125
8,16,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,18.29838800430298,0.5625
8,17,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,21.62113642692566,0.94140625
8,18,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,25.336674213409424,2.01171875
8,19,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,28.73090434074402,2.5703125
8,20,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,33.6039400100708,3.609375
8,21,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,38.06897187232971,5.3046875
8,22,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,43.23580074310303,6.05078125
8,23,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,49.427664041519165,7.40625
8,24,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,55.28667449951172,9.00390625
9,5,7.061224489795919e-11,-5.718818823896253e-18,-1.7475646914229321,3.17604398727417,0.0
9,6,7.061224489795919e-11,-5.7188188238962846e-18,-1.7475646914229417,3.5955796241760254,0.0
9,7,7.061224489795919e-11,-5.718818507166471e-18,-1.7475645946362004,4.073390483856201,0.0
9,8,7.061224489795919e-11,-5.718818507166508e-18,-1.7475645946362117,4.8239617347717285,0.0
9,9,7.061224489795919e-11,-5.718818507156689e-18,-1.747564594633211,5.701128244400024,0.0
9,10,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,6.844418048858643,0.0
9,11,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,8.108236074447632,0.2578125
9,12,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,9.68540644645691,0.2578125
9,13,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,11.497941493988037,0.31640625
9,14,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,13.67021656036377,0.40234375
9,15,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,16.15862464904785,0.2578125
9,16,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,19.014723539352417,0.5625
9,17,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,21.913869619369507,0.9609375
9,18,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,25.906916618347168,2.265625
9,19,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,29.421520471572876,2.82421875
9,20,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,33.60607290267944,3.8515625
9,21,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,38.72749638557434,5.546875
9,22,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,44.12881326675415,6.3046875
9,23,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,49.71446466445923,7.62890625
9,24,7.061224489795919e-11,-5.718818507156694e-18,-1.7475645946332128,56.05832028388977,9.2265625
5,5,9.081632653061226e-11,-5.718818507165891e-18,-1.7475645946360232,1.1069998741149902,0.0
5,6,9.081632653061226e-11,-5.718818507165909e-18,-1.7475645946360285,1.5394482612609863,0.0
5,7,9.081632653061226e-11,-5.718818507156606e-18,-1.7475645946331855,2.048156976699829,0.0
5,8,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,2.7909650802612305,0.0
5,9,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,3.695798635482788,0.0
5,10,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,4.779152870178223,0.0
5,11,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,6.100002765655518,0.0
5,12,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,7.612316846847534,0.03125
5,13,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,9.524490356445312,0.40625
5,14,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,12.070922613143921,0.3984375
5,15,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,14.033042192459106,0.26953125
5,16,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,16.852657318115234,0.55859375
5,17,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,20.193586826324463,0.53515625
5,18,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,23.740195512771606,1.76953125
5,19,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,27.44387173652649,2.3203125
5,20,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,31.699440002441406,3.22265625
5,21,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,37.06396842002869,5.16796875
5,22,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,42.45539164543152,5.67578125
5,23,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,47.595577001571655,7.30859375
5,24,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,54.25412559509277,8.58203125
6,5,9.081632653061226e-11,-5.718818507165891e-18,-1.7475645946360232,1.4707088470458984,0.0
6,6,9.081632653061226e-11,-5.718818507165909e-18,-1.7475645946360285,1.8443498611450195,0.0
6,7,9.081632653061226e-11,-5.718818507156606e-18,-1.7475645946331855,2.4001805782318115,0.0
6,8,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,3.091660261154175,0.0
6,9,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,4.014564037322998,0.0
6,10,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,5.0280678272247314,0.0
6,11,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,6.400270223617554,0.0
6,12,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,7.934490203857422,0.1796875
6,13,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,9.785693407058716,0.3203125
6,14,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,11.90442442893982,0.3984375
6,15,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,14.488871574401855,0.265625
6,16,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,17.1062912940979,0.5625
6,17,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,20.456884145736694,0.7578125
6,18,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,23.87270450592041,1.76171875
6,19,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,27.641274213790894,2.32421875
6,20,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,32.04732799530029,3.21875
6,21,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,36.92691707611084,5.16796875
6,22,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,42.13277268409729,5.9375
6,23,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,47.98657560348511,7.28515625
6,24,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,54.170284032821655,8.87109375
7,5,9.081632653061226e-11,-5.718818507165891e-18,-1.7475645946360232,1.8773715496063232,0.0
7,6,9.081632653061226e-11,-5.718818507165909e-18,-1.7475645946360285,2.2808713912963867,0.0
7,7,9.081632653061226e-11,-5.718818507156606e-18,-1.7475645946331855,2.8044700622558594,0.0
7,8,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,3.5137128829956055,0.0
7,9,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,4.427941799163818,0.0
7,10,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,5.5192155838012695,0.0
7,11,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,6.878116130828857,0.0
7,12,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,8.41854739189148,0.265625
7,13,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,10.239813327789307,0.3203125
7,14,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,12.40983510017395,0.39453125
7,15,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,14.892174243927002,0.26953125
7,16,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,17.594338178634644,0.5625
7,17,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,20.56564426422119,0.7734375
7,18,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,24.273317098617554,2.0078125
7,19,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,28.213754892349243,2.578125
7,20,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,32.45987677574158,3.46484375
7,21,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,37.33479332923889,5.4140625
7,22,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,42.92642021179199,5.93359375
7,23,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,48.47810339927673,7.546875
7,24,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,55.46908640861511,8.8515625
8,5,9.081632653061226e-11,-5.718818507165891e-18,-1.7475645946360232,2.7382302284240723,0.0
8,6,9.081632653061226e-11,-5.718818507165909e-18,-1.7475645946360285,3.625328779220581,0.0
8,7,9.081632653061226e-11,-5.718818507156606e-18,-1.7475645946331855,3.8758327960968018,0.0
8,8,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,4.617772102355957,0.0
8,9,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,5.247919082641602,0.0
8,10,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,6.334286689758301,0.0
8,11,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,7.894181728363037,0.12109375
8,12,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,8.978590726852417,0.2578125
8,13,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,11.110921144485474,0.31640625
8,14,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,13.762344121932983,0.39453125
8,15,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,16.439882516860962,0.265625
8,16,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,20.770932912826538,0.62109375
8,17,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,24.992424964904785,1.02734375
8,18,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,30.708189725875854,2.26953125
8,19,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,36.51836109161377,2.62109375
8,20,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,43.12523031234741,3.99609375
8,21,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,48.65669846534729,5.5625
8,22,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,56.47346210479736,6.6328125
8,23,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,62.98597049713135,7.9296875
8,24,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,71.92995572090149,9.56640625
9,5,9.081632653061226e-11,-5.718818507165891e-18,-1.7475645946360232,4.1059136390686035,0.0
9,6,9.081632653061226e-11,-5.718818507165909e-18,-1.7475645946360285,4.662536859512329,0.0
9,7,9.081632653061226e-11,-5.718818507156606e-18,-1.7475645946331855,5.213088512420654,0.0
9,8,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,6.3510963916778564,0.0
9,9,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,7.49882435798645,0.0
9,10,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,9.16892409324646,0.0
9,11,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,10.552899360656738,0.27734375
9,12,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,12.612258195877075,0.25390625
9,13,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,14.7056245803833,0.32421875
9,14,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,17.512948274612427,0.40234375
9,15,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,21.132960319519043,0.26953125
9,16,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,24.735225439071655,0.7265625
9,17,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,29.46628737449646,1.2734375
9,18,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,33.77822804450989,2.265625
9,19,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,39.00141930580139,3.015625
9,20,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,45.02174091339111,4.02734375
9,21,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,51.234710693359375,5.97265625
9,22,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,58.410664081573486,6.72265625
9,23,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,66.52096819877625,8.33984375
9,24,9.081632653061226e-11,-5.7188185071566064e-18,-1.747564594633186,74.45306587219238,9.6796875
5,5,1.1102040816326533e-10,-5.718818507156602e-18,-1.7475645946331844,1.4578711986541748,0.0
5,6,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,2.106034994125366,0.0
5,7,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,2.8258323669433594,0.0
5,8,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,3.7315657138824463,0.0
5,9,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,4.782250642776489,0.0
5,10,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,6.329080820083618,0.0
5,11,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,8.034324169158936,0.0
5,12,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,10.05351710319519,0.13671875
5,13,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,12.495314121246338,0.3203125
5,14,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,15.652592897415161,0.40625
5,15,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,18.62659215927124,0.265625
5,16,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,22.78428816795349,0.56640625
5,17,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,26.473313331604004,0.7734375
5,18,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,31.158087253570557,2.00390625
5,19,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,36.2047598361969,2.35546875
5,20,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,42.60601019859314,3.71484375
5,21,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,48.492692947387695,5.296875
5,22,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,56.61836123466492,6.12109375
5,23,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,64.69825553894043,7.66015625
5,24,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,73.33688044548035,9.36328125
6,5,1.1102040816326533e-10,-5.718818507156602e-18,-1.7475645946331844,2.0049076080322266,0.0
6,6,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,2.488950729370117,0.0
6,7,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,3.2504286766052246,0.0
6,8,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,4.330770254135132,0.0
6,9,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,5.328855037689209,0.0
6,10,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,6.894688844680786,0.0
6,11,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,8.607901096343994,0.0
6,12,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,10.639303207397461,0.19140625
6,13,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,13.147918701171875,0.32421875
6,14,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,15.958264589309692,0.40625
6,15,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,19.47321653366089,0.265625
6,16,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,23.10325837135315,0.56640625
6,17,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,26.96947455406189,0.828125
6,18,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,32.31290102005005,2.0234375
6,19,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,37.21553635597229,2.5625
6,20,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,42.612351417541504,3.70703125
6,21,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,48.948853492736816,5.51953125
6,22,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,56.30499005317688,6.41015625
6,23,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,64.62986016273499,7.6640625
6,24,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,73.56971383094788,9.3671875
7,5,1.1102040816326533e-10,-5.718818507156602e-18,-1.7475645946331844,2.6624085903167725,0.0
7,6,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,3.093989610671997,0.0
7,7,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,3.7854654788970947,0.0
7,8,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,4.78369927406311,0.0
7,9,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,5.900872230529785,0.0
7,10,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,7.496342897415161,0.0
7,11,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,9.218843221664429,0.0
7,12,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,11.146025657653809,0.28515625
7,13,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,13.753548860549927,0.31640625
7,14,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,16.88385319709778,0.40234375
